sample	variance
ABHD10	0.0029236624978760868
ABHD11	0.007579120688906026
ABHD12	0.0029596986857563286
ABHD12B	0.015396288299831251
ABHD13	0.003240325233149481
ABHD14A	0.004504898076350569
ABHD14B	0.004323291177609048
ABHD15	0.0035617623919220152
ABHD2	0.006593181930692288
ABHD3	0.004992258778894978
ABHD4	0.0032341338339052523
ABHD5	0.003143100621358178
ABHD6	0.005355215816031533
ABHD8	0.003854371170977651
ABI1	0.0033918542605060865
ABI2	0.004445248345449347
ABI3	0.005175296280968994
ABI3BP	0.017861131941047395
ABL1	0.00332461699210318
ABL2	0.0031712430423253843
ABLIM1	0.006534919406254842
ABLIM2	0.009817290957887886
ABLIM3	0.010906046851195504
ABO	0.02607110625841925
ABR	0.005662310107819765
ABRA	0.016746129209031835
ABT1	0.0029456189444631575
ABTB1	0.0034240971749273544
ABTB2	0.007291509680046962
ACAA1	0.0029010018317974615
ACAA2	0.008414587095654924
ACACA	0.004608398751427254
ACACB	0.007126001358091291
ACAD10	0.0031602783187699864
ACAD11	0.006035103406985717
ACAD8	0.003508319115511732
ACAD9	0.002350556696601368
ACADL	0.033152830402871834
ACADM	0.0037287916703495428
ACADS	0.0058583076794847646
ACADSB	0.006620136849563691
ACADVL	0.0034046180626931565
ACAN	0.018064240921312046
ACAP1	0.012292344350517615
ACAP2	0.004240794283013183
ACAP3	0.003971919804336186
ACAT1	0.0050057694953482895
ACAT2	0.0051193175399626215
ACBD3	0.003488927415023367
ACBD4	0.005196174255733657
ACBD5	0.00391245742921069
ACBD6	0.002567107570454356
ACBD7	0.0168200904725252
ACCS	0.006258424615212514
ACCSL	0.03234286778160638
ACD	0.0028972687016825954
ACE	0.008786366044661539
ACE2	0.033847958669749344
ACER1	0.017139696597703022
ACER2	0.01148671496662947
ACER3	0.004602866171029336
ACHE	0.015892584067667442
ACIN1	0.002946574954617198
ACLY	0.004141549545195479
ACMSD	0.04175586606531795
ACN9	0.0058680318220353245
ACO1	0.003218213860126725
ACO2	0.003366560036741775
ACOT1	0.004214694480851697
ACOT11	0.013700700512300058
ACOT12	0.021899507869844254
ACOT13	0.002699713202182053
ACOT2	0.003794842470893117
ACOT4	0.00878634868103181
ACOT6	0.00667000273394686
ACOT7	0.005205093607485579
ACOT8	0.0030341967975984264
ACOT9	0.0036610882829801504
ACOX1	0.0031144829113865405
ACOX2	0.015061525185523594
ACOX3	0.002938395385080477
ACOXL	0.013946096836600705
ACP1	0.0030847875042122204
ACP2	0.002356223991830497
ACP5	0.013747733826794591
ACP6	0.005802439534190716
ACPL2	0.005748472067283632
ACPP	0.035429766230592796
ACPT	0.0156322662064425
ACR	0.006161602217413766
ACRBP	0.008080161176356427
ACRC	0.006242703184115229
ACRV1	0.006695564102124062
ACSBG1	0.014787731455927697
ACSBG2	0.004814227142617521
ACSF2	0.0071178210863682145
ACSF3	0.002977186844713739
ACSL1	0.006009455313911578
ACSL3	0.003981399586074007
ACSL4	0.006059401735675738
ACSL5	0.01560573844604611
ACSL6	0.019747453285435965
ACSM1	0.02122777436856874
ACSM2A	0.052634640700059916
ACSM2B	0.04853706555505528
ACSM3	0.026347222706899064
ACSM4	0.031876643792005575
ACSM5	0.02267796110003095
ACSS1	0.008124723285926736
ACSS2	0.004916336233774474
ACSS3	0.018831271559549206
ACTA1	0.017532792120505916
ACTA2	0.01094481266326511
ACTB	0.004069749549953772
ACTBL2	0.02033823978369292
ACTC1	0.029064535441928985
ACTG1	0.00409298714385206
ACTG2	0.03315662281776891
ACTL6A	0.005469284637284271
ACTL6B	0.029189177399302078
ACTL7A	0.03130275535491388
ACTL7B	0.030544845509865796
ACTL8	0.021664518783030152
ACTL9	0.0320178102096119
ACTN1	0.005851664576002716
ACTN2	0.023740139506910653
ACTN3	0.006487379370998911
ACTN4	0.004465471824346932
ACTR10	0.00213738071647328
ACTR1A	0.002155942689532507
ACTR1B	0.002521268321759185
ACTR2	0.00395903805841485
ACTR3	0.004196136813316663
ACTR3B	0.004830433627837439
ACTR3C	0.008374455083758829
ACTR5	0.0033241145609388973
ACTR6	0.0029039891553190936
ACTR8	0.002619843009359338
ACTRT1	0.03117453722560947
ACTRT2	0.03212981648482542
ACVR1	0.003337801487491732
ACVR1B	0.004276141855055677
ACVR1C	0.013912880952682715
ACVR2A	0.003101013877448425
ACVR2B	0.004935887671047646
ACVRL1	0.005668233350930831
ACY1	0.0051142764577053555
ACY3	0.02800169629197678
ACYP1	0.005127963224443575
ACYP2	0.0038097033390377026
ADA	0.008885039234969933
ADAD1	0.032396536819479196
ADAD2	0.009321876156742286
ADAL	0.00325270942879553
ADAM10	0.0056222178797636305
ADAM11	0.011728849898650145
ADAM12	0.020637392016221175
ADAM15	0.00490758480235581
ADAM17	0.005676164045562397
ADAM18	0.01798965929964917
ADAM19	0.010557210032667115
ADAM2	0.03324746231631308
ADAM20	0.003568277358610617
ADAM21	0.006526692117968016
ADAM21P1	0.01456543386823841
ADAM22	0.016656435097112964
ADAM23	0.025442701161579654
ADAM28	0.01611964719953573
ADAM29	0.01700440133171587
ADAM30	0.016600618309270086
ADAM32	0.014595469417155976
ADAM33	0.018184322073905326
ADAM3A	0.03208585626378092
ADAM6	0.04538104133032428
ADAM7	0.03268262013446575
ADAM8	0.012270238937891916
ADAM9	0.007250216968175125
ADAMDEC1	0.02626028459063693
ADAMTS1	0.009841350617777411
ADAMTS10	0.008058002985739068
ADAMTS12	0.019067076445471193
ADAMTS13	0.007754308192479233
ADAMTS14	0.015085378634148713
ADAMTS15	0.01959113980746695
ADAMTS16	0.020620751769548168
ADAMTS17	0.01003732042982617
ADAMTS18	0.016648400892175536
ADAMTS19	0.021767110509849853
ADAMTS2	0.015571766170589129
ADAMTS20	0.023958972726059718
ADAMTS3	0.01122155787599776
ADAMTS4	0.01102196380170056
ADAMTS5	0.011464113679915114
ADAMTS6	0.012225228686830862
ADAMTS7	0.009164084018367534
ADAMTS8	0.017507380363432478
ADAMTS9	0.010308507832843301
ADAMTSL1	0.012805423999977238
ADAMTSL2	0.007635808853879055
ADAMTSL3	0.015103086808519635
ADAMTSL4	0.00986480608441199
ADAMTSL5	0.013591792492902462
ADAP1	0.013158021725676485
ADAP2	0.005071014519092388
ADAR	0.0035215515942394133
ADARB1	0.004187752050442078
ADARB2	0.01663938890149576
ADAT1	0.004798952356066329
ADAT2	0.005923596912801725
ADAT3	0.006047755845731923
ADC	0.005422934318370697
ADCK1	0.003188216273546926
ADCK2	0.002702529528333262
ADCK4	0.002644955819822572
ADCK5	0.005607807877325826
ADCY1	0.015451518423001024
ADCY10	0.008261083999919611
ADCY2	0.02960626976752407
ADCY3	0.005771209393112597
ADCY4	0.006403895957910383
ADCY5	0.023678734613830216
ADCY6	0.005508839424633798
ADCY7	0.006551236914895281
ADCY8	0.03635844112158762
ADCY9	0.004513095236605919
ADCYAP1	0.017046781416740795
ADCYAP1R1	0.024564363540386283
ADD1	0.0026234971621020274
ADD2	0.023074440446048446
ADD3	0.007164104221067813
ADH1A	0.02049107883203305
ADH1B	0.03980145971886412
ADH1C	0.04093667289059762
ADH4	0.02424501064065684
ADH5	0.002893714573448141
ADH6	0.034830407727106556
ADH7	0.04327194744040003
ADHFE1	0.011743494251396668
ADI1	0.003352352008588426
ADIG	0.030936645176584517
ADIPOQ	0.036665120629781084
ADIPOR1	0.002607597762906988
ADIPOR2	0.003166626446680519
ADK	0.0031215847439502965
ADM	0.013620257971318104
ADM2	0.015238132277833352
ADNP	0.004234967101896898
ADNP2	0.0033977967153550758
ADO	0.0029454867198397136
ADORA1	0.01686600658004121
ADORA2A	0.0062973093008137455
ADORA2B	0.01484953402051053
ADORA3	0.009703639568905709
ADPGK	0.0031748029089521965
ADPRH	0.0043110068917265295
ADPRHL1	0.01050077153416943
ADPRHL2	0.002793098453899815
ADRA1A	0.013239535183442402
ADRA1B	0.01590946477876232
ADRA1D	0.010295120326842754
ADRA2A	0.0169195568642243
ADRA2B	0.010705131861197386
ADRA2C	0.016587404353251057
ADRB1	0.01761891846390461
ADRB2	0.010760763359145378
ADRB3	0.017831673008459125
ADRBK1	0.0035911065782143065
ADRBK2	0.004644748828707826
ADRM1	0.003444811304278227
ADSL	0.0032079984088316574
ADSS	0.003906958817353336
ADSSL1	0.009152224428148377
AEBP1	0.012516076120229518
AEBP2	0.003660243854680035
AEN	0.00366440380781777
AES	0.0032131819083655666
AFAP1	0.005857337338036866
AFAP1L1	0.00559663677312109
AFAP1L2	0.010772419134466154
AFF1	0.00434468906466689
AFF2	0.018981111738717388
AFF3	0.024537852833201763
AFF4	0.0034962946405834873
AFG3L2	0.0032769320442411765
AFM	0.040111029638995155
AFMID	0.004340760530310457
AFP	0.01831657127866985
AFTPH	0.0035881755211822942
AGA	0.0027779340986301255
AGAP1	0.004534306567368022
AGAP11	0.01113497935117776
AGAP2	0.009349695549288372
AGAP3	0.002891388118431278
AGAP4	0.005020932305406164
AGAP5	0.00497517075443139
AGAP6	0.005648807541183311
AGAP7	0.0077168199685758105
AGAP8	0.007229201592199506
AGBL1	0.01705381376303369
AGBL2	0.009733136648406906
AGBL3	0.006082029803705172
AGBL4	0.010106561416950382
AGBL5	0.003845989274043145
AGER	0.01070675236708314
AGFG1	0.0030656060103051493
AGFG2	0.0040438285030661115
AGGF1	0.0025717454534165277
AGK	0.002920889089699728
AGL	0.004612978020958728
AGMAT	0.017690592325193582
AGPAT1	0.002453387214862879
AGPAT2	0.007629185610040303
AGPAT3	0.003063781236195574
AGPAT4	0.008290268225774024
AGPAT5	0.005031483954027407
AGPAT6	0.003136263578521184
AGPAT9	0.013484315931252492
AGPS	0.0044861630580070415
AGR2	0.08742242210915536
AGR3	0.062209462155319105
AGRN	0.00671656582512789
AGRP	0.006814223350733151
AGT	0.03385637691697092
AGTPBP1	0.003978213687667762
AGTR1	0.023178146511891283
AGTR2	0.02319658508502817
AGTRAP	0.004598246558382875
AGXT	0.02623351942883553
AGXT2	0.03820371660747214
AHCTF1	0.0035142893992076
AHCY	0.0046050779176661435
AHCYL1	0.0037176880760677287
AHCYL2	0.006742450475015519
AHDC1	0.0040330960508084485
AHI1	0.004479595060055251
AHNAK	0.006691233672494357
AHNAK2	0.020724924060114978
AHR	0.009482427257255356
AHRR	0.008691419190845259
AHSA1	0.003188886877803631
AHSA2	0.006084427310426797
AHSG	0.027883672797645555
AHSP	0.015167394305367813
AICDA	0.019275571250405847
AIDA	0.0028077197611621027
AIF1	0.006970884569131006
AIF1L	0.0148009520460481
AIFM1	0.004848297203366602
AIFM2	0.004853511819123352
AIFM3	0.013265175344645446
AIG1	0.003779718643621021
AIM1	0.015900284088496516
AIM1L	0.030881700869979854
AIM2	0.021646934129143616
AIMP1	0.0025346515544806764
AIMP2	0.003418185996326283
AIP	0.0024830856960554606
AIPL1	0.018535335301348328
AIRE	0.0077888846177000355
AJAP1	0.01660845308814268
AK1	0.004517014301787884
AK2	0.0032570907142062924
AK3	0.0030477841634003727
AK5	0.023331365910984177
AK7	0.013991064642620305
AKAP1	0.00463145404177576
AKAP10	0.004475712054768195
AKAP11	0.004358816738310706
AKAP12	0.012651478813454693
AKAP13	0.0033371107070907045
AKAP14	0.011273318173440162
AKAP2	0.013557652223811414
AKAP3	0.008828083855255027
AKAP4	0.018391473336476984
AKAP5	0.008351577188737651
AKAP6	0.01269331265606648
AKAP7	0.006432628567833989
AKAP8	0.002779987371415659
AKAP8L	0.002746498681950372
AKAP9	0.004609231702599413
AKIRIN1	0.0033491092268451814
AKIRIN2	0.002820842729455776
AKNA	0.004869841921310605
AKNAD1	0.007881713892120144
AKR1A1	0.0029787723322424954
AKR1B1	0.008639818874562168
AKR1B10	0.06199042738922036
AKR1B15	0.022292374014691113
AKR1C1	0.029284074951675274
AKR1C2	0.03422210385391191
AKR1C3	0.021400495686088004
AKR1C4	0.02459648847925522
AKR1CL1	0.017804244259222814
AKR1D1	0.023407081781448087
AKR1E2	0.01232886166760823
AKR7A2	0.0029603913487873264
AKR7A3	0.027853522031494153
AKR7L	0.013089117411851495
AKT1	0.002759306367061576
AKT1S1	0.002457296053113978
AKT2	0.0026095084746523244
AKT3	0.008325675936098474
AKTIP	0.002853299387529581
ALAD	0.0024354640954685988
ALAS1	0.003559168323407557
ALAS2	0.007945547690960852
ALB	0.04603813396178721
ALCAM	0.008184848022921637
ALDH16A1	0.004215492540130553
ALDH18A1	0.004069143283427828
ALDH1A1	0.021427884067310186
ALDH1A2	0.02184216931016386
ALDH1A3	0.02135594438646408
ALDH1B1	0.006803811252438737
ALDH1L1	0.03525987976749145
ALDH1L2	0.01294656333435628
ALDH2	0.007526716102037505
ALDH3A1	0.04014813015700271
ALDH3A2	0.00422906279601411
ALDH3B1	0.011206375388899572
ALDH3B2	0.0519833459091752
ALDH4A1	0.006812563057705078
ALDH5A1	0.00669634277034648
ALDH6A1	0.007241012873684989
ALDH7A1	0.006443292240288483
ALDH8A1	0.021422984187307474
ALDH9A1	0.0026158200486728397
ALDOA	0.0050425518976204755
ALDOB	0.046516272514711014
ALDOC	0.01524815490376276
ALG1	0.0028577981897510807
ALG10	0.004818773263275875
ALG10B	0.004500568547976539
ALG11	0.005194843451646248
ALG12	0.002677208462384541
ALG13	0.0028350753869918234
ALG14	0.002752537143572156
ALG1L	0.019525179718674648
ALG1L2	0.005767380065977009
ALG2	0.002695193971515092
ALG3	0.004510773882232905
ALG5	0.0031770385806473367
ALG6	0.004102947635654721
ALG8	0.0035927860425072587
ALG9	0.0023934930086996573
ALK	0.015761410746849825
ALKBH1	0.0024795867736140697
ALKBH2	0.0033482426991349053
ALKBH3	0.0031518990311670326
ALKBH4	0.0024931753667977443
ALKBH5	0.002363512247104397
ALKBH6	0.003328412495435542
ALKBH7	0.003871771976752037
ALKBH8	0.002795792746192402
ALLC	0.017561219360792187
ALMS1	0.003834809106746057
ALMS1P	0.006003985953465285
ALOX12	0.01262143923640423
ALOX12B	0.01791924174966837
ALOX12P2	0.018888608382052384
ALOX15	0.02318567696419715
ALOX15B	0.0262069037097677
ALOX5	0.011550800684793795
ALOX5AP	0.009826086842513956
ALOXE3	0.015179930697541281
ALPI	0.0208232133803972
ALPK1	0.005591487501180846
ALPK2	0.024461385681833293
ALPK3	0.010861102354301903
ALPL	0.014902783836490161
ALPP	0.030530738408324744
ALPPL2	0.033863155014813136
ALS2	0.003008235960946117
ALS2CL	0.012465517733822797
ALS2CR11	0.01026805561556296
ALS2CR12	0.006178843491936044
ALX1	0.023678474938727833
ALX3	0.0057014615912850284
ALX4	0.017678482504486896
AMACR	0.01032481877717202
AMBN	0.0179400591878762
AMBP	0.040203842831195824
AMBRA1	0.0025446441335795203
AMD1	0.004888190054017221
AMDHD1	0.015605028899835196
AMDHD2	0.003212458332033463
AMELX	0.01706764844033273
AMFR	0.0025630366938341025
AMH	0.016740004464551737
AMHR2	0.010330470345082719
AMICA1	0.01086823857518722
AMIGO1	0.006820991428364633
AMIGO2	0.013162603017565132
AMIGO3	0.004348509606239495
AMMECR1	0.006550798219981145
AMMECR1L	0.002759094364692306
AMN	0.03885493742172351
AMN1	0.004146271642127299
AMOT	0.014017993374876251
AMOTL1	0.006524454698295015
AMOTL2	0.0063030803611115295
AMPD1	0.011732380692245446
AMPD2	0.0032043841103128654
AMPD3	0.005644166397295041
AMPH	0.01824646631972821
AMT	0.009473598557812376
AMTN	0.02871624599195407
AMY1A	0.026772316170840218
AMY2A	0.011243728296397127
AMY2B	0.010701775359066277
AMZ1	0.013126753784237114
AMZ2	0.002804728755372437
AMZ2P1	0.003946521656553545
ANAPC1	0.004807951978757578
ANAPC10	0.0026957778768908706
ANAPC11	0.0031192175503862835
ANAPC13	0.0023400136330093994
ANAPC16	0.00286876064877162
ANAPC2	0.002323122952170572
ANAPC4	0.003461174462153199
ANAPC5	0.002481771760637301
ANAPC7	0.0029346742083465023
ANG	0.01310062457286585
ANGEL1	0.0033926692861022995
ANGEL2	0.0030800432277873755
ANGPT1	0.01155735476332712
ANGPT2	0.008867618691114413
ANGPT4	0.01539253084011011
ANGPTL1	0.017144953117927634
ANGPTL2	0.008519933380633315
ANGPTL3	0.030825507272603553
ANGPTL4	0.017011249192330265
ANGPTL5	0.016694517946750472
ANGPTL6	0.007433897023267099
ANGPTL7	0.012828631449741902
ANK1	0.0166171645123562
ANK2	0.018089755370971253
ANK3	0.01122366518887314
ANKAR	0.004420474129561333
ANKDD1A	0.005071512488012118
ANKFN1	0.01482712073657383
ANKFY1	0.002948453302834794
ANKH	0.005283112200929443
ANKHD1	0.0030914099253024955
ANKIB1	0.004470250352056035
ANKK1	0.009630664447145458
ANKLE1	0.01059855072619283
ANKLE2	0.0028051128976856778
ANKMY1	0.003521588748993742
ANKMY2	0.0033393498490414974
ANKRA2	0.0028723389536201693
ANKRD1	0.01863912934984283
ANKRD10	0.0043942001292892295
ANKRD11	0.003202885205769711
ANKRD12	0.003651120983297824
ANKRD13A	0.003084255351097638
ANKRD13B	0.008292462230284115
ANKRD13C	0.002851814200526291
ANKRD13D	0.003705469415574216
ANKRD16	0.003266719093544533
ANKRD17	0.0037738425417869494
ANKRD2	0.015577293466241371
ANKRD20A3	0.009273384636311915
ANKRD20A4	0.006351467600633726
ANKRD22	0.021926318541036684
ANKRD23	0.0053181857355402646
ANKRD24	0.008982604313652687
ANKRD26	0.004822867637712108
ANKRD26P1	0.02012829335165388
ANKRD27	0.0037341558308459843
ANKRD28	0.003435923479436094
ANKRD29	0.012885282510850663
ANKRD30A	0.034003476105473156
ANKRD30B	0.026113225180318732
ANKRD31	0.014675624760544886
ANKRD32	0.004365983712215114
ANKRD33	0.009136047380656098
ANKRD34A	0.005935628181813259
ANKRD34B	0.016529295642497045
ANKRD34C	0.017990993091416985
ANKRD35	0.01476592411595829
ANKRD36	0.006181607941876596
ANKRD36B	0.008659009250462034
ANKRD36BP1	0.01076035009569527
ANKRD37	0.006347821490401409
ANKRD39	0.003180562432745243
ANKRD40	0.0027715848249851844
ANKRD42	0.003927770011475402
ANKRD44	0.007975105018952227
ANKRD45	0.015261097992419289
ANKRD46	0.0037694080386572923
ANKRD49	0.003907656736502974
ANKRD50	0.005326065659434258
ANKRD52	0.0036791747037545636
ANKRD53	0.008373751648663287
ANKRD54	0.0025060968963475237
ANKRD55	0.007685090522989573
ANKRD6	0.007600818765091517
ANKRD7	0.017190299450686147
ANKRD9	0.006726923625784922
ANKS1A	0.003910384262426231
ANKS1B	0.02053071080381556
ANKS3	0.003950913306803068
ANKS4B	0.04494889756894197
ANKS6	0.00701424763659888
ANKZF1	0.003645460277994019
ANLN	0.01660690620763482
ANO1	0.01836979419380173
ANO10	0.0029830648669536075
ANO2	0.009453671699178405
ANO3	0.016240287240294297
ANO4	0.019933403129644218
ANO5	0.018718005881833456
ANO6	0.003970212867762099
ANO7	0.013781960216712703
ANO8	0.005323495503826918
ANO9	0.027204097751480433
ANP32A	0.003252719741444571
ANP32B	0.0036451584644043304
ANP32D	0.016023325057983706
ANP32E	0.005273241946521266
ANPEP	0.024346494855949478
ANTXR1	0.008735121374034628
ANTXR2	0.008173853287472955
ANTXRL	0.030805672365776738
ANXA1	0.013916887620938588
ANXA10	0.040456068954772405
ANXA11	0.005617207261545114
ANXA13	0.03698857327395803
ANXA2	0.009390948064437563
ANXA3	0.02560330984274741
ANXA4	0.009720379020215006
ANXA5	0.0034626833939147457
ANXA6	0.005231678875694617
ANXA7	0.002349948668912118
ANXA8	0.05474564015974279
ANXA8L1	0.03224665235781077
ANXA8L2	0.04461931419192434
ANXA9	0.014392184842756237
AOAH	0.012004232158527844
AOC2	0.0068772013795554586
AOC3	0.012090857991937947
AOX1	0.025044188732386192
AOX2P	0.031521782490582434
AP1AR	0.004053868523367632
AP1B1	0.0026042134112008205
AP1G1	0.003035406717000385
AP1G2	0.006276927852113889
AP1M1	0.0022468579552955585
AP1M2	0.04333320331067698
AP1S1	0.0032897746297190136
AP1S2	0.005745042030530553
AP1S3	0.010496195083601705
AP2A1	0.0023425635851217984
AP2A2	0.002559511615644983
AP2B1	0.004256206641918821
AP2M1	0.0029641105214240657
AP2S1	0.0032475118834987982
AP3B1	0.002735047408325395
AP3B2	0.023177560440825973
AP3D1	0.0023638679292141496
AP3M1	0.003028407760408407
AP3M2	0.004119848733358635
AP3S1	0.00282046322517845
AP3S2	0.0023758110351504145
AP4B1	0.003709591362559629
AP4E1	0.00290437537299459
AP4M1	0.0034168970356620097
AP4S1	0.003209514535499836
APAF1	0.004084642179773793
APBA1	0.006911532575096553
APBA2	0.016902075845513374
APBA3	0.0025956033605947825
APBB1	0.008522514393727535
APBB1IP	0.011934975179156038
APBB2	0.004927443196892308
APBB3	0.004181777855050293
APC	0.004439253373804062
APC2	0.022692692367145436
APCDD1	0.015035012806125039
APCDD1L	0.01956185982296643
APCS	0.048015578958360595
APEH	0.0030380174938319992
APEX1	0.0031526695862819196
APEX2	0.003615838220563983
APH1A	0.0030716344437263722
APH1B	0.004650056368128075
API5	0.00320217950245511
APIP	0.003412611347482611
APITD1	0.003754616806755314
APLF	0.0049331291442633995
APLN	0.011703495226557243
APLNR	0.011743700392848631
APLP1	0.02364441610198005
APLP2	0.003922068904321841
APOA1	0.040647082409394714
APOA1BP	0.0031065526618012274
APOA2	0.04573165684098412
APOA4	0.02728236101436387
APOA5	0.02739344805042071
APOB	0.0376372642657198
APOBEC1	0.018537995384995523
APOBEC2	0.010946205341593594
APOBEC3A	0.01787849301266556
APOBEC3B	0.015971011540391104
APOBEC3C	0.008286376701444546
APOBEC3D	0.009535220155032227
APOBEC3F	0.006711592338007345
APOBEC3G	0.008467460779209703
APOBEC3H	0.008793835690289822
APOBEC4	0.012064988047929633
APOC1	0.01480037379515752
APOC1P1	0.010664815007654545
APOC2	0.021329156445714644
APOC3	0.040577415834605106
APOC4	0.02452131782765125
APOD	0.02610705885067798
APOE	0.01427490641860518
APOF	0.027257656600881766
APOH	0.036854543285531075
APOL1	0.012648219622418203
APOL2	0.004016136265174886
APOL3	0.0065874009763383
APOL4	0.013675327381529531
APOL5	0.017082746431255083
APOL6	0.006085998365532032
APOLD1	0.008705123985735922
APOM	0.011720937023063446
APOO	0.0037225492596006833
APOOL	0.006013302399981519
APP	0.004816556685113373
APPBP2	0.0031307477642372444
APPL1	0.0036232890566537798
APPL2	0.003953236238278963
APRT	0.004014659074399057
APTX	0.002872423907638376
AQP1	0.011798218533200094
AQP10	0.01838802869143402
AQP11	0.008087167057782492
AQP12A	0.007101066600334301
AQP12B	0.015118761947643125
AQP2	0.016592286120813916
AQP3	0.02941884211903538
AQP4	0.043134933484285404
AQP5	0.04653214848941666
AQP6	0.018804117648050855
AQP7	0.018344366626668083
AQP8	0.012062635617788914
AQP9	0.02273402865965217
AQPEP	0.008474991624112535
AQR	0.0036171028876142166
AR	0.02711094191003553
ARAF	0.002527926781988551
ARAP1	0.002653560487737018
ARAP2	0.0075818388451679
ARAP3	0.006381621715584432
ARC	0.018000157857636378
ARCN1	0.0029633953808703892
AREG	0.03334538077524254
ARF1	0.0028827721523830892
ARF3	0.002997408308590302
ARF4	0.003425130675068363
ARF5	0.0031330599173521206
ARF6	0.003790003954619592
ARFGAP1	0.0031465383255226812
ARFGAP2	0.0021409296076662287
ARFGAP3	0.003469831379274139
ARFGEF1	0.004270737993301518
ARFGEF2	0.004420370092141452
ARFIP1	0.003682209242740419
ARFIP2	0.0031455628895344315
ARFRP1	0.002643991637668883
ARG1	0.027579326648752674
ARG2	0.007352811024206039
ARGFX	0.01751148346242795
ARGLU1	0.00518929680065877
ARHGAP1	0.0029636419938154027
ARHGAP10	0.0051414320814071
ARHGAP11A	0.01162740825266342
ARHGAP11B	0.013005418384524934
ARHGAP12	0.004490549724088088
ARHGAP15	0.008823685380829225
ARHGAP17	0.0029376955726756753
ARHGAP18	0.006500781203115455
ARHGAP19	0.0035410362628525457
ARHGAP20	0.011262822170418288
ARHGAP21	0.004490357513761924
ARHGAP22	0.006597984009397948
ARHGAP23	0.00805641449995454
ARHGAP24	0.00838639408200926
ARHGAP25	0.006007391048813476
ARHGAP26	0.007982060123525682
ARHGAP27	0.006743868964829741
ARHGAP28	0.011386898711981189
ARHGAP29	0.009595144250528233
ARHGAP30	0.007129439174078835
ARHGAP31	0.006488068441334071
ARHGAP32	0.007380784846131501
ARHGAP33	0.007894545065937505
ARHGAP36	0.036668783539499934
ARHGAP39	0.00687904136792994
ARHGAP4	0.00784086561193574
ARHGAP42	0.007704470450982683
ARHGAP5	0.004084543751272364
ARHGAP6	0.014649439624941108
ARHGAP8	0.021310570287690036
ARHGAP9	0.008534066084372308
ARHGDIA	0.0027450622459135486
ARHGDIB	0.0061625188944612426
ARHGDIG	0.022919087063620027
ARHGEF1	0.003697107046242295
ARHGEF10	0.006061032091882311
ARHGEF10L	0.004508318271196672
ARHGEF11	0.00335142924659747
ARHGEF12	0.0038584231506499866
ARHGEF15	0.006244042970833432
ARHGEF16	0.018409951897123016
ARHGEF17	0.0061656602367355
ARHGEF18	0.002989048572105831
ARHGEF19	0.012504895993286282
ARHGEF2	0.005463364538751381
ARHGEF3	0.004898205686144736
ARHGEF33	0.007356108345247288
ARHGEF35	0.014399972604065675
ARHGEF37	0.01029202814097475
ARHGEF38	0.0229418778007626
ARHGEF4	0.024370809807553618
ARHGEF5	0.01308931683108829
ARHGEF6	0.008375110614865452
ARHGEF7	0.003527214058478094
ARHGEF9	0.004851403660333068
ARID1A	0.0036382781581273662
ARID1B	0.003516942801228664
ARID2	0.0038900418904866344
